vault_name,protocol,category,underlying_assets,strategy_summary,tvl_usd,base_apy,reward_apy,net_apy_7d,net_apy_30d,risk_flags,audits,withdrawal_terms,vault_address,source_url,underlying_asset_class,risk_score,risk_tier,protocol_url,protocol_tier
Compound III cUSDCv3 (Ethereum),Compound III,lending,USDC,Supply USDC to Compound v3 Comet base market; earn supply APR + COMP rewards.,60759162,2.95,0.1,n/a,3.48,"depeg_risk,liquidation_risk","OpenZeppelin, ChainSecurity",instant (subject to utilization),0xc3d688b66703497daa19211eedff47f25384cdc3,https://defillama.com/yields/pool/7da72d09-56ca-4ec5-a45f-59114353e487,stable,2,Bajo,https://app.compound.finance/markets/usdc-mainnet,Tier 1
Aave v3 aEthAAVE,Aave,lending,AAVE,"Supply AAVE to Aave v3 core lending market, receive aToken (non-borrowable collateral)",58570942,0,n/a,0.0,0,liquidation_risk,"Certora, SigmaPrime, OpenZeppelin",instant (subject to utilization),0xa700b4eb416be35b2911fd5dee80678ff64ff6c9,https://defillama.com/yields/pool/7ee6c38b-ac42-4388-88dc-389140276cf8,alt,3,Medio,https://app.aave.com/reserve-overview/?underlyingAsset=0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9&marketName=proto_mainnet_v3,Tier 1
f(x) USD Saving (fxSAVE),Concentrator (f(x) Protocol),yield_aggregator,"fxUSD,USDC",ERC-4626 wrapper over f(x) V2 delta-neutral stability pool; auto-compounds wstETH/WBTC yield.,56131745,n/a,n/a,n/a,6.52,"depeg_risk,centralized_dependency",OpenZeppelin,instant (redeem to fxUSD/USDC),0x7743e50f534a7f9f1791dde7dcd89f7783eefc39,https://defillama.com/yields/pool/ee0b7069-f8f3-4aa2-a415-728f13e6cc3d,stable,2,Bajo,https://fx.aladdin.club/v2/fxsave,Tier 2
Compound III cUSDTv3 (Ethereum),Compound III,lending,USDT,Supply USDT to Compound v3 Comet base market; earn supply APR + COMP rewards.,55722413,2.6,0.09,n/a,2.91,"depeg_risk,liquidation_risk","OpenZeppelin, ChainSecurity",instant (subject to utilization),0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,https://defillama.com/yields/pool/f4d5b566-e815-4ca2-bb07-7bcd8bc797f1,stable,2,Bajo,https://app.compound.finance/markets/usdt-mainnet,Tier 1
Convex FRAX-USDe,Convex Finance,yield_aggregator,"FRAX,USDe",Stakes Curve FRAX/USDe stable LP via Convex booster to earn CRV/CVX rewards,54644583,0.07,1.54,1.7,1.94,"il_risk,depeg_risk,centralized_dependency",MixBytes,instant,0xc030b717b96b83bf4ec4a075dd547614953968fd,https://defillama.com/yields/pool/5fac4a47-5360-49b7-8b61-66f88a3d939f,stable,4,Medio,https://curve.convexfinance.com/stake,Tier 1
Umbrella Stake waEthUSDC (stkwaEthUSDC.v1),Aave,other,USDC,"Stakes wrapped aUSDC into Aave Umbrella safety module as slashable backstop, earning rewards",53194221,3.24,4.16,7.44,8.17,"depeg_risk,centralized_dependency,lockup,withdraw_queue","Certora, SigmaPrime, OpenZeppelin",~20d cooldown unbonding,0x6bf183243fdd1e306ad2c4450bc7dcf6f0bf8aa6,https://defillama.com/yields/pool/6f00d46b-8735-49ae-9ced-2a0fccc56ad0,stable,5,Medio,https://app.aave.com/umbrella/,Tier 1
SparkLend spUSDT,SparkLend,lending,USDT,Supply USDT to SparkLend money market; earn supply interest via spToken.,53099362,3.31,n/a,n/a,3.07,"liquidation_risk,depeg_risk","ChainSecurity, Cantina",instant (subject to utilization),0xe7df13b8e3d6740fe17cbe928c7334243d86c92f,https://defillama.com/yields/pool/8fbe28b8-140d-4e37-8804-5d2aba4daded,stable,2,Bajo,https://app.spark.fi/markets,Tier 1
Staked LINK (stLINK),stake.link,restaking,LINK,Liquid staking token for Chainlink staking; rebasing LINK rewards across node operators.,53096254,4.9,n/a,4.73,4.87,"centralized_dependency,withdraw_queue","Sigma Prime, Cyfrin, Zellic",withdraw queue (3-4d unbonding; instant via priority pool),0xb8b295df2cd735b15be5eb419517aa626fc43cd5,https://defillama.com/yields/pool/4f5deb26-5f61-45a3-8f61-0edca3a86809,alt,4,Medio,https://stake.link,Tier 2
ether.fi BTC (eBTC),ether.fi,restaking,"WBTC,LBTC",Liquid BTC vault; deposits BTC LSTs into restaking/yield strategies via ether.fi Liquid (BoringVault).,52989066,0.33,n/a,n/a,0.58,"depeg_risk,centralized_dependency,withdraw_queue","Certora, Cantina, Zellic",withdraw queue,0x657e8c867d8b37dcc18fa4caead9c45eb088c642,https://defillama.com/yields/pool/f6568026-ff92-463d-8712-b9e8f8ea1408,btc,4,Medio,https://www.ether.fi,Tier 1
Aave v3 aEthGHO,Aave,lending,GHO,"Supply GHO to Aave v3 core lending market, receive yield-bearing aToken",52565448,0,n/a,n/a,0,"depeg_risk,liquidation_risk","Certora, SigmaPrime, OpenZeppelin",instant (subject to utilization),0x00907f9921424583e7ffbfedf84f92b7b2be4977,https://defillama.com/yields/pool/1e00ac2b-0c3c-4b1f-95be-9378f98d2b40,stable,2,Bajo,https://app.aave.com/reserve-overview/?underlyingAsset=0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f&marketName=proto_mainnet_v3,Tier 1
Staked infiniFi USD (siUSD),infiniFi,yield_aggregator,iUSD,ERC-4626 staked iUSD; fractional-reserve stablecoin yield from liquid/locked DeFi positions.,51210108,5.9,n/a,n/a,5.36,"depeg_risk,centralized_dependency,withdraw_queue",none found,withdraw queue (unstaking cooldown),0xdbdc1ef57537e34680b898e1febd3d68c7389bcb,https://defillama.com/yields/pool/8fa2e60e-365a-41fc-8d50-fadde5041f94,stable,3,Medio,https://infinifi.xyz,Tier 3
Aave v3 aEthDAI,Aave,lending,DAI,"Supply DAI to Aave v3 core lending market, receive yield-bearing aToken",50213582,1.82,n/a,1.93,2.5,"depeg_risk,liquidation_risk","Certora, SigmaPrime, OpenZeppelin",instant (subject to utilization),0x018008bfb33d285247a21d44e50697654f754e63,https://defillama.com/yields/pool/3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,stable,2,Bajo,https://app.aave.com/reserve-overview/?underlyingAsset=0x6b175474e89094c44da98b954eedeac495271d0f&marketName=proto_mainnet_v3,Tier 1
Convex DOLA-sUSDe,Convex Finance,yield_aggregator,"DOLA,sUSDe",Stakes Curve DOLA/sUSDe stable LP via Convex booster to earn CRV/CVX/extra rewards,49877508,0.71,2.77,3.1,1.77,"il_risk,depeg_risk,centralized_dependency",MixBytes,instant,0xf1d547f657a05a4a081f899070a5585eb9f326b2,https://defillama.com/yields/pool/85407c01-6f16-4cef-9ef2-1b2bf2556183,stable,4,Medio,https://curve.convexfinance.com/stake,Tier 1
pufETH,Puffer Finance,restaking,WETH,Native liquid restaking token on EigenLayer; ERC-4626 vault earning PoS + AVS restaking yield.,47940670,2.3,0.03,n/a,1.99,"depeg_risk,centralized_dependency,withdraw_queue","Trail of Bits, SlowMist, BlockSec",withdraw queue,0xd9a442856c234a39a81a089c06451ebaa4306a72,https://defillama.com/yields/pool/bac6982a-f344-42f7-9af4-a9882f4a77f0,eth,4,Medio,https://www.puffer.fi,Tier 2
Concrete DeFi USDT (ctDefiUSDT),Concrete,yield_aggregator,USDT,USDT auto-allocated across DeFi lending/AMM and delta-neutral strategies by keeper,47276148,14.98,n/a,n/a,1.55,"depeg_risk,centralized_dependency,withdraw_queue","Spearbit, Hexens",epoch settlement,0x0e609b710da5e0aa476224b6c0e5445ccc21251e,https://defillama.com/yields/pool/9ffcea5d-ef46-4b80-a8fb-74b03d38b2ba,stable,3,Medio,https://app.concrete.xyz/vault/concrete/defi-finance-usdt,Tier 3
Vault Bridge WBTC,Morpho,lending,WBTC,MetaMorpho curated vault lending WBTC across Morpho Blue markets,47103467,0.0,0,n/a,0.01,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, OpenZeppelin, Cantina",instant (subject to utilization),0x812b2c6ab3f4471c0e43d4bb61098a9211017427,https://defillama.com/yields/pool/e3cd6e7f-aefe-44bd-8e20-94304abd285d,btc,4,Medio,https://app.morpho.org/ethereum/vault/0x812B2C6Ab3f4471c0E43D4BB61098a9211017427,Tier 1
SparkLend spWeETH,SparkLend,lending,weETH,Supply weETH to SparkLend money market; earn supply interest via spToken.,46425817,0,n/a,0.0,0,"liquidation_risk,depeg_risk","ChainSecurity, Cantina",instant (subject to utilization),0x3cfd5c0d4acaa8faee335842e4f31159fc76b008,https://defillama.com/yields/pool/9da8a761-eb0f-4d41-ad05-0ebb2ed82913,eth,3,Medio,https://app.spark.fi/markets,Tier 1
Aave v3 aEthUSDtb,Aave,lending,USDtb,"Supply Ethena USDtb to Aave v3 core lending market, receive yield-bearing aToken",44861371,2.1,3.4,5.07,5.31,"depeg_risk,liquidation_risk","Certora, SigmaPrime, OpenZeppelin",instant (subject to utilization),0xec4ef66d4fceeba34abb4de69db391bc5476ccc8,https://defillama.com/yields/pool/baee0253-eb6e-4a08-a579-a2acd4f034b2,stable,2,Bajo,https://app.aave.com/reserve-overview/?underlyingAsset=0xc139190f447e929f090edeb554d95abb8b18ac1c&marketName=proto_mainnet_v3,Tier 1
Steakhouse Reservoir USDC,Morpho,lending,USDC,MetaMorpho curated USDC vault focused on Reservoir rUSD-collateral markets (Steakhouse curator),39398654,4.64,1.96,6.51,6.35,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, OpenZeppelin, Cantina",instant (subject to utilization),0xbeef346d7099865208ff331e4f648f4154ddaa05,https://defillama.com/yields/pool/1b33f341-1dc2-446a-856e-caf900563ae2,stable,3,Medio,https://app.morpho.org/ethereum/vault/0xbeEF346d7099865208Ff331e4f648f4154DDAa05,Tier 1
Compound cETH,Compound V2,lending,ETH,Supply ETH to permissionless Compound V2 money market; cETH accrues supply interest.,39341999,0,0,0.0,0,liquidation_risk,"OpenZeppelin, Trail of Bits",instant (subject to utilization),0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,https://defillama.com/yields/pool/1e5da7c6-59bb-49bd-9f97-4f4fceeffad4,eth,2,Bajo,https://app.compound.finance/,Tier 1
Flux Finance fOUSG,Flux Finance,lending,OUSG,"Compound V2-fork money market; supply tokenized T-bill OUSG to earn interest, minting fOUSG.",38831642,0,0,n/a,0,"liquidation_risk,depeg_risk,centralized_dependency","Code4rena, Ackee",instant (subject to utilization),0x1dd7950c266fb1be96180a8fdb0591f70200e018,https://defillama.com/yields/pool/a5453ca0-7ec4-44b8-81c8-9154ce8465f7,stable,3,Medio,https://fluxfinance.com/market/ousg,Tier 2
Aave v3 Prime aEthLidoGHO,Aave,lending,GHO,"Supply GHO to Aave v3 Prime (Lido) lending market, receive yield-bearing aToken",38672251,1.02,n/a,n/a,1.55,"depeg_risk,liquidation_risk","Certora, SigmaPrime, OpenZeppelin",instant (subject to utilization),0x18efe565a5373f430e2f809b97de30335b3ad96a,https://defillama.com/yields/pool/41683a7c-20a2-4cd7-83a7-3ccedaad0db1,stable,2,Bajo,https://app.aave.com/?marketName=proto_lido_v3,Tier 1
sky.money USDS Flagship,Morpho,lending,USDS,Morpho Vault V2 curated USDS lending vault (sky.money / Steakhouse curator),38630192,0.23,4.23,n/a,4.56,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, ChainSecurity, Zellic, Cantina",instant (subject to utilization),0xe15fcc81118895b67b6647bbd393182df44e11e0,https://defillama.com/yields/pool/61a5c79a-42d3-4de2-bcd2-13f73729c139,stable,3,Medio,https://app.morpho.org/ethereum/vault/0xE15fcC81118895b67b6647BBd393182dF44E11E0,Tier 1
Convex ETH-stETH,Convex Finance,yield_aggregator,"ETH,stETH",Stakes Curve ETH/stETH LP via Convex booster to earn CRV/CVX/LDO rewards,38416533,1.81,0,n/a,1.47,"il_risk,depeg_risk,centralized_dependency",MixBytes,instant,0x0a760466e1b4621579a82a39cb56dda2f4e70f03,https://defillama.com/yields/pool/5ce23e7e-3800-4c9c-ad30-6db3db0515a1,eth,5,Medio,https://curve.convexfinance.com/stake,Tier 1
Apollo Diversified Credit Securitize Fund (ACRED),Apollo / Securitize,rwa,ACRED,Tokenized ERC4626 feeder into Apollo's diversified global private credit fund via Securitize.,37866739,0.54,n/a,1.68,1.84,"centralized_dependency,lockup,withdraw_queue",none found,KYC periodic redemption,0x17418038ecf73ba4026c4f428547bf099706f27b,https://defillama.com/yields/pool/07fa6716-2fb2-49eb-a560-cb88e3ad822c,stable,4,Medio,https://securitize.io/,Tier 1
Goldfinch Senior Pool (FIDU),Goldfinch,lending,USDC,Deposit USDC into senior pool auto-allocating across private-credit borrower pools; mints FIDU.,36715272,10.12,n/a,n/a,10.06,"liquidation_risk,centralized_dependency,withdraw_queue","CertiK, Trail of Bits",epoch settlement,0x6a445e9f40e0b97c92d0b8a3366cef1d67f700bf,https://defillama.com/yields/pool/c89af47f-032a-4c59-bdc9-17a7f1514a3b,stable,3,Medio,https://app.goldfinch.finance/,Tier 2
Multipli xUSDC,Multipli.fi,yield_aggregator,USDC,"Deposit USDC, mint xUSDC; capital deployed across institutional delta-neutral / RWA yield strategies.",36525780,n/a,n/a,n/a,3.05,"depeg_risk,centralized_dependency",none found,instant (redeem to USDC),0x4779d635ec5838866622177ea59873cdd8186477,https://defillama.com/yields/pool/aec4729d-5547-484c-962a-24ec9914603a,stable,2,Bajo,https://multipli.fi,Tier 3
Aave v3 Prime aEthLidoTETH,Aave,lending,tETH,"Supply Treehouse tETH to Aave v3 Prime (Lido) lending market, receive yield-bearing aToken",36072238,0,n/a,0.0,0,"depeg_risk,liquidation_risk","Certora, SigmaPrime, OpenZeppelin",instant (subject to utilization),0xce8c60fd8390efcc3fc66a3f0bd64beb969e750e,https://defillama.com/yields/pool/7a950566-436e-4399-9e32-e92260a3e42d,eth,3,Medio,https://app.aave.com/?marketName=proto_lido_v3,Tier 1
Smokehouse USDC,Morpho,lending,USDC,MetaMorpho curated USDC lending vault across Morpho Blue markets (Steakhouse Smokehouse curator),35772090,5.23,0,5.48,4.75,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, OpenZeppelin, Cantina",instant (subject to utilization),0xbeefff209270748ddd194831b3fa287a5386f5bc,https://defillama.com/yields/pool/f8d7740c-4cef-420e-a944-1b7caffde643,stable,3,Medio,https://app.morpho.org/ethereum/vault/0xBEeFFF209270748ddd194831b3fa287a5386f5bC,Tier 1
Liquid USD Vault (liquidUSD),ether.fi,yield_aggregator,"USDC,USDT,DAI,USDe","BoringVault deploying stables into market-neutral DeFi yield (Aave, Curve/Convex, Gearbox, Pendle)",34866116,5.0,n/a,n/a,4.75,"depeg_risk,centralized_dependency","0xMacro, Spearbit",withdraw queue (keeper-processed),0x08c6f91e2b681faf5e17227f2a44c307b3c1364c,https://defillama.com/yields/pool/7c12f175-37bc-41db-967a-1d7f1f4a23c4,stable,2,Bajo,https://etherfi.gitbook.io/etherfi/liquid/liquid-usd-vault,Tier 1
Fluid Lite USD Vault (iUSDC),Fluid Lite,leveraged_loop,USDC,Leverages yield-bearing stables (sUSDe/syrupUSDC) by looping deposit-borrow-swap on Aave/Fluid; iUSDC,34234443,n/a,n/a,n/a,7.83,"depeg_risk,liquidation_risk,centralized_dependency",MixBytes,"instant (subject to liquidity, 0.05% exit fee)",0xc8871267e07408b89aa5aecc58adca5e574557f8,https://defillama.com/yields/pool/488f06db-5a36-450e-9ba9-b4321be39c7c,stable,4,Medio,https://lite.guides.instadapp.io/getting-started/fluid-lite-usd-vault,Tier 1
Aegis YUSD,Aegis,basis_trade,YUSD,Delta-neutral yield-bearing stablecoin backed by BTC collateral with hedged futures positions.,34191238,n/a,n/a,n/a,3.37,"depeg_risk,centralized_dependency","Hacken, FailSafe",KYC redemption,0x4274cd7277c7bb0806bd5fe84b9adae466a8da0a,https://defillama.com/yields/pool/f91b2168-c279-475c-a98a-673220f4fee7,stable,2,Bajo,https://aegis.im/,Tier 3
Staked Frax USD (sfrxUSD),Frax Finance,yield_aggregator,frxUSD,ERC4626 savings vault; frxUSD earns benchmark-rate yield from carry/AMO/IORB strategies,33329235,3.85,n/a,3.85,3.96,"depeg_risk,centralized_dependency","Trail of Bits, code4rena",instant,0xcf62f905562626cfcdd2261162a51fd02fc9c5b6,https://defillama.com/yields/pool/42523cca-14b0-44f6-95fb-4781069520a5,stable,2,Bajo,https://app.frax.finance/sfrxusd/stake,Tier 2
OpenEden Open Dollar (USDO),OpenEden,rwa,USDO,Rebasing yield-bearing stablecoin backed by U.S. T-bills and reverse repos.,33125729,3.1,n/a,3.1,3.16,"depeg_risk,centralized_dependency","Nethermind, Quantstamp",KYC T+0,0x8238884ec9668ef77b90c6dff4d1a9f4f4823bfe,https://defillama.com/yields/pool/f083596e-032d-4d6b-a7a8-1836d3f99bcd,stable,2,Bajo,https://app.openeden.com/,Tier 2
Alpha USDC Delta V2,Morpho,lending,USDC,Morpho Vault V2 curated USDC lending vault (Alpha curator),32847027,11.86,0,n/a,9.92,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, ChainSecurity, Zellic, Cantina",instant (subject to utilization),0x0bf0164d17469241b6e086da4016dcc54feaa334,https://defillama.com/yields/pool/03c560bf-aed6-4a52-85b9-cb627269f3ff,stable,3,Medio,https://app.morpho.org/ethereum/vault/0x0bF0164D17469241B6E086dA4016DCc54FEAA334,Tier 1
Wintermute USDC Select,Morpho,lending,USDC,Morpho Vault V2 curated USDC lending vault (Wintermute curator),31313877,4.0,0,4.26,3.96,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, ChainSecurity, Zellic, Cantina",instant (subject to utilization),0xa2eaad0d586cf9fd73bb2c09cf6a7e3e187d68cd,https://defillama.com/yields/pool/d2a99602-b0c7-4f6a-a329-82bdaad3df0c,stable,3,Medio,https://app.morpho.org/ethereum/vault/0xA2EAaD0D586cF9FD73bb2c09cF6A7E3e187D68cd,Tier 1
VanEck Treasury Fund (VBILL),VanEck / Securitize,rwa,VBILL,Tokenized U.S. Treasury fund issued via Securitize; backed by short-term Treasuries.,31147000,3.45,n/a,3.48,3.47,"centralized_dependency,lockup",none found,KYC redemption,0x2255718832bc9fd3be1caf75084f4803da14ff01,https://defillama.com/yields/pool/7fb382fb-fdc0-438f-bb5e-fc21f0351a7d,stable,3,Medio,https://securitize.io/,Tier 1
Aave v3 aEthXAUt,Aave,lending,XAUt,"Supply Tether Gold (XAUt) to Aave v3 core lending market, receive yield-bearing aToken",29865936,0,n/a,n/a,0,liquidation_risk,"Certora, SigmaPrime, OpenZeppelin",instant (subject to utilization),0x8a2b6f94ff3a89a03e8c02ee92b55af90c9454a2,https://defillama.com/yields/pool/49585253-1f0d-46df-9284-6ece1880fbef,alt,3,Medio,https://app.aave.com/reserve-overview/?underlyingAsset=0x68749665ff8d2d112fa859aa293f07a622782f38&marketName=proto_mainnet_v3,Tier 1
Swell swETH,Swell Network,restaking,ETH,"Liquid staking token: deposit ETH, receive swETH accruing Ethereum staking rewards.",29353425,2.71,n/a,2.73,2.84,"depeg_risk,centralized_dependency","Sigma Prime, MixBytes",unbonding queue,0xf951e335afb289353dc249e82926178eac7ded78,https://defillama.com/yields/pool/ca2acc2d-6246-44aa-ae91-8725b2c62c7c,eth,3,Medio,https://app.swellnetwork.io/,Tier 2
Vault Bridge WETH,Morpho,lending,WETH,MetaMorpho curated vault lending WETH across Morpho Blue markets,29253299,1.36,0,1.39,1.43,"liquidation_risk,centralized_dependency","Spearbit, OpenZeppelin, Cantina",instant (subject to utilization),0x31a5684983eee865d943a696aac155363ba024f9,https://defillama.com/yields/pool/ce14c4f9-26d5-441e-8ae5-a125cb72cd8f,eth,3,Medio,https://app.morpho.org/ethereum/vault/0x31A5684983EeE865d943A696AAC155363bA024f9,Tier 1
Galaxy USDC Quality,Morpho,lending,USDC,Morpho Vault V2 curated USDC lending vault (Galaxy curator),28754927,3.75,0,n/a,3.89,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, ChainSecurity, Zellic, Cantina",instant (subject to utilization),0x91600e31fbedc72433d4a57f16639cfe661be7d8,https://defillama.com/yields/pool/ba8f47b8-2cc2-4976-a0f9-1bd8da4bcb91,stable,3,Medio,https://app.morpho.org/ethereum/vault/0x91600E31fBeDc72433d4a57F16639cfe661Be7d8,Tier 1
OpenEden TBILL Vault,OpenEden,rwa,USDC,"ERC4626 vault: deposit USDC, mint NAV-based TBILL backed by short-term U.S. Treasury Bills.",28080114,3.26,n/a,n/a,3.31,"centralized_dependency,lockup","Nethermind, Quantstamp",KYC T+0,0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,https://defillama.com/yields/pool/e140f3b2-0327-46ea-93f5-88b17b0a0a16,stable,3,Medio,https://app.openeden.com/tbill,Tier 2
USDC yVault (yvUSDC),Yearn Finance,yield_aggregator,USDC,Yearn V2 ERC20 vault allocating USDC across whitelisted lending strategies; auto-compounds yield into share price.,27552565,3.18,0,n/a,3.48,"depeg_risk,centralized_dependency","ChainSecurity, MixBytes",instant (subject to utilization),0xa354f35829ae975e850e23e9615b11da1b3dc4de,https://defillama.com/yields/pool/7d89af7a-24c9-4292-aa38-7c71b05fbd6d,stable,2,Bajo,https://yearn.fi/vaults/1/0xa354f35829ae975e850e23e9615b11da1b3dc4de,Tier 1
Convex Staked cvxCRV,Convex Finance,yield_aggregator,cvxCRV,"Stake cvxCRV (CRV deposit receipt) to earn CRV, CVX and 3CRV rewards via Convex",26642462,n/a,23.66,23.19,20.14,centralized_dependency,MixBytes,instant,0x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,https://defillama.com/yields/pool/ef32dd3b-a03b-4f79-9b65-8420d7e04ad0,alt,3,Medio,https://curve.convexfinance.com/stake/cvxcrv,Tier 1
Restaked Swell ETH (rswETH),Swell Network,restaking,ETH,"Liquid restaking token; ETH staked and restaked via EigenLayer, value accrues to rswETH exchange rate.",26387619,2.16,n/a,2.09,2.34,"depeg_risk,centralized_dependency,withdraw_queue","Sigma Prime, Hexens",withdraw queue (unstaking),0xfae103dc9cf190ed75350761e95403b7b8afa6c0,https://defillama.com/yields/pool/eff9b43c-a80d-4bfc-9f9e-55e02a8ef619,eth,4,Medio,https://app.swellnetwork.io/restake,Tier 2
Curve Vault for crvUSD (sreUSD collateral),Curve LlamaLend,lending,crvUSD,ERC-4626 LlamaLend vault; lenders supply crvUSD borrowed against sreUSD collateral via LLAMMA.,26262798,0.39,0.99,1.53,1.39,"depeg_risk,liquidation_risk","ChainSecurity, MixBytes",instant (subject to utilization),0xc32b0cf36e06c790a568667a17de80cba95a5aad,https://defillama.com/yields/pool/fc689839-abf0-4649-a9dc-8a4778550f4b,stable,2,Bajo,https://www.curve.finance/lend/ethereum/markets/,Tier 1
XAUE XAUt Vault (tmXAUt-XAUE),TermMax,lending,XAUt,ERC-4626 curated vault; curator lends deposited XAUt (Tether Gold) across TermMax fixed-term lending markets.,26003076,0,n/a,0.0,0,"liquidation_risk,centralized_dependency,smart_contract_unaudited",none found,instant (subject to utilization),0x7fb02aea6f04d44a61e413fa220caf18dcd626fb,https://defillama.com/yields/pool/0cf495c5-6dd4-4780-8651-7cce374280ed,alt,7,Alto,https://app.termmax.ts.finance/earn/eth/0x7fb02aea6f04d44a61e413fa220caf18dcd626fb?chain=eth,Tier 3
Smokehouse USDT,Morpho,lending,USDT,MetaMorpho curated USDT lending vault across Morpho Blue markets (Steakhouse Smokehouse curator),25565504,6.1,0,5.77,4.6,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, OpenZeppelin, Cantina",instant (subject to utilization),0xa0804346780b4c2e3be118ac957d1db82f9d7484,https://defillama.com/yields/pool/c743eac6-1906-4d96-a7aa-667426ec3cc7,stable,3,Medio,https://app.morpho.org/ethereum/vault/0xA0804346780b4c2e3bE118ac957D1DB82F9d7484,Tier 1
Grove x Steakhouse High Yield AUSD,Morpho,lending,AUSD,MetaMorpho curated high-yield AUSD lending vault across Morpho Blue markets (Grove x Steakhouse),25107729,3.15,0,3.15,3.62,"depeg_risk,liquidation_risk,centralized_dependency","Spearbit, OpenZeppelin, Cantina",instant (subject to utilization),0xbeeffff0629438ad198c47f80d66fa4be5c0caf6,https://defillama.com/yields/pool/2e059959-972a-4c13-bdc8-83d3133081b4,stable,3,Medio,https://app.morpho.org/ethereum/vault/0xbeEffff0629438aD198c47F80d66FA4Be5C0caF6,Tier 1
