chain,market_name,category,underlying_asset_class,maturity,days_to_maturity,tvl_usd,pt_implied_apy,lp_apy,pendle_reward_apy,lp_max_boosted_apy,fee_rate,risk_flags,risk_score,risk_tier,pendle_categories,is_prime,market_address,pt_address,sy_address,underlying_token,source_url,protocol_tier
Ethereum,apxUSD,fixed_yield,stable,2026-08-27,83,779445,14.22,34.01,15.9,57.87,0.31,"centralized_dependency,depeg_risk,il_risk",6,Alto,points|rwa|strc,False,0xc3e6cc9269dc780e0d55512c46cad1dd29cfbaa5,0xd28b0d694b8e814fa905a8b480b30691e18396eb,0x4f116ee5bcd227d1a1c4f57918d694a4abe7b3fc,0x98a878b1cd98131b271883b390f68d2c90674665,https://app.pendle.finance/trade/markets/0xc3e6cc9269dc780e0d55512c46cad1dd29cfbaa5/swap?view=pt&chain=ethereum,Tier 1
Ethereum,STRCx,fixed_yield,alt,2026-08-27,83,660267,13.03,12.34,6.34,21.85,0.26,"centralized_dependency,il_risk",7,Alto,strc|rwa|points,False,0x84183d35960914bad14fa272372861664df329e2,0x4ad88f62310d377c60f6b0c25bde8011f315eea7,0x1c44f9be658bde68e7b4091e9bd349fc64724450,0x1aad217b8f78dba5e6693460e8470f8b1a3977f3,https://app.pendle.finance/trade/markets/0x84183d35960914bad14fa272372861664df329e2/swap?view=pt&chain=ethereum,Tier 1
Ethereum,pufETH,fixed_yield,eth,2026-06-25,20,652161,4.84,1.47,0,1.47,0.08,"centralized_dependency,depeg_risk,il_risk",7,Alto,points|eth,False,0x02c1289dacb6d459fc784236e862bc504c991f81,0x84013d1a574515b6a05a0e2392584d445d39d1df,0x253008ba4ae2f3e6488dc998a5321d4eb1a0c905,0xd9a442856c234a39a81a089c06451ebaa4306a72,https://app.pendle.finance/trade/markets/0x02c1289dacb6d459fc784236e862bc504c991f81/swap?view=pt&chain=ethereum,Tier 1
Ethereum,jrNUSD,fixed_yield,stable,2026-09-17,104,626292,8.02,7.57,0.24,7.93,0.16,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points|strata,False,0x0fad2688313ec6883420118b6fcc74c6a5c86419,0x0f83ff733b756435ef4433607ebef9fe28d53275,0x92899026d06343929c61e0987e09caeea6873fe5,0xfc807058a352b61aeef6a38e2d0fc3990225e772,https://app.pendle.finance/trade/markets/0x0fad2688313ec6883420118b6fcc74c6a5c86419/swap?view=pt&chain=ethereum,Tier 1
Ethereum,superWETH,fixed_yield,eth,2026-11-26,174,559949,5.0,8.07,0,16.6,0.1,"centralized_dependency,depeg_risk,il_risk",7,Alto,points|eth,False,0x384509537ce5daa5740baeb6d1ee0eb2847ea8a8,0x1cfaed2df5ee27b078e96fafa10709c5548fc1b7,0x3aecaedfb92efbbac95e5c458c56e94070cb9179,0xa036823b9a24f63c32553367bf181ee04229c3ac,https://app.pendle.finance/trade/markets/0x384509537ce5daa5740baeb6d1ee0eb2847ea8a8/swap?view=pt&chain=ethereum,Tier 1
Ethereum,loAZND,fixed_yield,stable,2026-07-02,27,547586,8.22,7.85,0,7.85,0.16,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|rwa|points,False,0x58cfd9fe39bf91a1fd36497cbe74e997f4d5d7c7,0x5d8975ca1626929c1b051abd6045f3a027541dcf,0x4314107c44e8777d14185d6ac94e5fbcdf168203,0xa6142276526724cfaee9151d280385bdf43e0503,https://app.pendle.finance/trade/markets/0x58cfd9fe39bf91a1fd36497cbe74e997f4d5d7c7/swap?view=pt&chain=ethereum,Tier 1
Ethereum,USP,fixed_yield,stable,2026-06-25,20,481016,18.3,15.57,0,15.57,0.35,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points,False,0x6354b7dd06050da44a21d680436838a08e7dcec4,0x3ffaa9ce7cfa5688277b97bf6a8c22249404d129,0xf5145335540c4116956c0936b7db08d1a862a2d9,0x098697ba3fee4ea76294c5d6a466a4e3b3e95fe6,https://app.pendle.finance/trade/markets/0x6354b7dd06050da44a21d680436838a08e7dcec4/swap?view=pt&chain=ethereum,Tier 1
Ethereum,siUSD,fixed_yield,stable,2026-06-11,6,468940,16.62,16.4,0.97,17.86,0.31,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points,False,0x4bc9b3bb7c494e8d90854dfb87dda47312856254,0x6c01b844f193c9ad6f7f1e3e17a19cfe73583c2f,0x9f30507c264cc6eb5be35b18ff9ad7b4539aa920,0xdbdc1ef57537e34680b898e1febd3d68c7389bcb,https://app.pendle.finance/trade/markets/0x4bc9b3bb7c494e8d90854dfb87dda47312856254/swap?view=pt&chain=ethereum,Tier 1
Ethereum,swETH,fixed_yield,eth,2026-06-25,20,388589,3.33,2.96,0,2.96,0.06,"centralized_dependency,depeg_risk,il_risk",7,Alto,eth,False,0x69295970dd33b135417c9b866d03c6f59f022f8b,0x761353416187cd12cb5fcbf524ddda940705acc5,0xaa68ca9c69a4ff22203ce189ce4448d7401875e8,0xf951e335afb289353dc249e82926178eac7ded78,https://app.pendle.finance/trade/markets/0x69295970dd33b135417c9b866d03c6f59f022f8b/swap?view=pt&chain=ethereum,Tier 1
Ethereum,uniETH,fixed_yield,eth,2026-06-25,20,343288,7.07,7.0,0,7.0,0.14,"centralized_dependency,depeg_risk,il_risk",7,Alto,points|eth,False,0xc9904994ef8d0614314d66800718d2a213502f9b,0xf1c9a56010b76ed39a3dca7e3bb25d7ed75e61c1,0xc430db19339a3051192233b4c49f9ab3dc6d16b7,0xf1376bcef0f78459c0ed0ba5ddce976f1ddf51f4,https://app.pendle.finance/trade/markets/0xc9904994ef8d0614314d66800718d2a213502f9b/swap?view=pt&chain=ethereum,Tier 1
Ethereum,asdCRV,fixed_yield,alt,2026-06-25,20,303770,26.91,28.58,0,28.58,0.53,"centralized_dependency,il_risk",7,Alto,others,False,0x2ec28d05d86a1fc4de199726f7ddc8f83d23b5a5,0x4f3f6283abf1253baab099c94fe13ae1ce8194f1,0x18c11b1dc74cab82ad18d5034fde93fe90a41d99,0x43e54c2e7b3e294de3a155785f52ab49d87b9922,https://app.pendle.finance/trade/markets/0x2ec28d05d86a1fc4de199726f7ddc8f83d23b5a5/swap?view=pt&chain=ethereum,Tier 1
Ethereum,eTHIRD,fixed_yield,stable,2026-07-02,27,268490,8.0,4.17,0,4.17,0.16,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables,False,0x12c325296da0fcf326e9677473d81377b5424024,0xd04ac06922736f01c1542ba0f1df961f92adcf40,0x55dd420adbfd3773df958de3a262c0d7c409c0ea,0xf3190a3ecc109f88e7947b849b281918c798a0c4,https://app.pendle.finance/trade/markets/0x12c325296da0fcf326e9677473d81377b5424024/swap?view=pt&chain=ethereum,Tier 1
Ethereum,srRoyAPYUSD,fixed_yield,stable,2026-11-05,153,263296,12.25,17.56,4.67,24.56,0.24,"centralized_dependency,depeg_risk,il_risk",6,Alto,points|rwa|strc,False,0x0e201d27ded56cf4a0da8853d7604743de217435,0x44db865cc6d5768703fb5bf73dfb7a5a0f95c1fc,0xa99a50d95003e7687d7962f29aad6cdd3655d411,0xbd373c9d3d8976a4fecc504a93c768bbe8c3227c,https://app.pendle.finance/trade/markets/0x0e201d27ded56cf4a0da8853d7604743de217435/swap?view=pt&chain=ethereum,Tier 1
Ethereum,wOETH,fixed_yield,eth,2026-06-25,20,254359,3.5,2.67,0,2.67,0.07,"centralized_dependency,depeg_risk,il_risk",7,Alto,eth,False,0xc5d60f2f9a1de6329840288077a67620eabf7c89,0xfe63a5d72375b670803020c31d3e1236c5bd123b,0x0a26e7ab5c554232314a8d459eff0ede72333f08,0xdcee70654261af21c44c093c300ed3bb97b78192,https://app.pendle.finance/trade/markets/0xc5d60f2f9a1de6329840288077a67620eabf7c89/swap?view=pt&chain=ethereum,Tier 1
Ethereum,USDe,fixed_yield,stable,2026-08-13,69,173055,4.78,2.14,0,2.14,0.1,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points|ethena|rwa,True,0x43c97094da0e894d3af2fda6f507d59a29888251,0x3ec43f4158d51df0928979c09eaf33cad287065c,0xf0bacd9c3d94fc924dbcaaf644208c4e3f4d3bb4,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,https://app.pendle.finance/trade/markets/0x43c97094da0e894d3af2fda6f507d59a29888251/swap?view=pt&chain=ethereum,Tier 1
Ethereum,USD3,fixed_yield,stable,2026-12-17,195,167352,7.96,3.3,0.0,3.31,0.16,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points|rwa,False,0x4a5067c3ff1abb7449244025b0e37feaf77d8e3e,0x7f47c3e6b2c00fc4eb4d5ae50d0ab0ab6888eb4d,0xea3bc608f32847b97965c5e1648bdfcd4c2c40d0,0x056b269eb1f75477a8666ae8c7fe01b64dd55ecc,https://app.pendle.finance/trade/markets/0x4a5067c3ff1abb7449244025b0e37feaf77d8e3e/swap?view=pt&chain=ethereum,Tier 1
Ethereum,sAID,fixed_yield,stable,2026-07-30,55,166392,9.49,8.56,0,8.56,0.19,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points|rwa,False,0xd72c8c4af3fc310c86b294afd62b1608d49ee6ec,0xbf3e030a77f215a77434f084392d9159a66963d2,0x39fb0bb5d696ec6da2d827649cf3a3f00299d2dd,0xb3b3c527ba57cd61648e2ec2f5e006a0b390a9f8,https://app.pendle.finance/trade/markets/0xd72c8c4af3fc310c86b294afd62b1608d49ee6ec/swap?view=pt&chain=ethereum,Tier 1
Ethereum,USDf,fixed_yield,stable,2026-06-18,13,148944,2.2,0.17,0,0.17,0.04,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points,False,0x2693b8cb85940e550d55a408e406f7c4e6e34b62,0xec11ba2b8a9e77f69fdb0890de2c27343db28314,0x982be58c67689e0bab9e884c30e7a6e78e064c9d,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,https://app.pendle.finance/trade/markets/0x2693b8cb85940e550d55a408e406f7c4e6e34b62/swap?view=pt&chain=ethereum,Tier 1
Ethereum,USD (Midas mROX),fixed_yield,stable,2026-07-30,55,140175,5.83,8.2,1.09,9.84,0.12,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables,False,0xb9891c75bccef3c55a4566efdb1cdc1e337087b6,0x82035c2f935c93d344b5f0904d8157409f0c3af4,0x093bb931965e10af75349b97d133aa8dab81bb4a,0x67e1f506b148d0fc95a4e3ffb49068ceb6855c05,https://app.pendle.finance/trade/markets/0xb9891c75bccef3c55a4566efdb1cdc1e337087b6/swap?view=pt&chain=ethereum,Tier 1
Ethereum,PRIME,fixed_yield,stable,2026-08-27,83,124554,7.22,9.52,3.25,14.4,0.14,"centralized_dependency,depeg_risk,il_risk",6,Alto,rwa|stables,False,0x649325d40afa8448a9161a6cd9da27dedc2a9115,0x0f700a1c6541021996a2c8aa00722d592ffe1322,0xa9ab6ec90ff9059cd0b2ff27c325835d9179f4f7,0x19ebb35279a16207ec4ba82799cc64715065f7f6,https://app.pendle.finance/trade/markets/0x649325d40afa8448a9161a6cd9da27dedc2a9115/swap?view=pt&chain=ethereum,Tier 1
Ethereum,sBOLD,fixed_yield,stable,2026-06-25,20,124089,7.79,4.51,0,4.51,0.16,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables,False,0x926fac5b12544c2e7bfa8ce3dd83a4c8ed988da8,0xd7baa983d2a44409b4b8f23fc1152368bc5f10ad,0xa73fb4f3a3f3889e41387973afc542fa06785981,0x50bd66d59911f5e086ec87ae43c811e0d059dd11,https://app.pendle.finance/trade/markets/0x926fac5b12544c2e7bfa8ce3dd83a4c8ed988da8/swap?view=pt&chain=ethereum,Tier 1
Ethereum,jrmHYPER,fixed_yield,stable,2026-07-02,27,115884,10.85,8.4,0,8.4,0.21,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points|strata,False,0xc653dec003b80593ff56dec9f94095da360a9aa7,0x7703c5258c766b6dcf7885116cc699fe1cc3d7ef,0x460783e7917b191e80954edd674bf46f66e3015e,0xeb205d26e9e605ec82d1c0d652e00037c278714b,https://app.pendle.finance/trade/markets/0xc653dec003b80593ff56dec9f94095da360a9aa7/swap?view=pt&chain=ethereum,Tier 1
Ethereum,srmHYPER,fixed_yield,stable,2026-07-02,27,109359,6.31,6.26,0,6.26,0.12,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points|strata,False,0x2d13ce96167f37bcc2be16171b9f6ab30d0a54ce,0x0de1e4d8a6ab41be1955cbd94c6f70e2110c5e22,0xfb71d1e85048fbe2149edbf7ca1d7797dfb1fefb,0x627ea69929212916ec57b1b26d2e1a19f6129b53,https://app.pendle.finance/trade/markets/0x2d13ce96167f37bcc2be16171b9f6ab30d0a54ce/swap?view=pt&chain=ethereum,Tier 1
Ethereum,uniBTC,fixed_yield,btc,2026-06-25,20,86857,1.27,0.33,0,0.33,0.03,"centralized_dependency,depeg_risk,il_risk",7,Alto,btc|points,False,0xd625528a8c912fe0b4ed0a73541e2a5db44976cb,0xba41c7e27abf380ab1d529bb1275fadfccdbf437,0xb9950954d965550fabbe635a8ccb7ee1fe8d7353,0x846350bb944c9f9924d4feca0f948b73e5af5a57,https://app.pendle.finance/trade/markets/0xd625528a8c912fe0b4ed0a73541e2a5db44976cb/swap?view=pt&chain=ethereum,Tier 1
Ethereum,iUSD,fixed_yield,stable,2026-06-25,20,69365,10.16,3.83,0,3.83,0.2,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points,False,0x517e54f58b5c587726c577abbcab3e74aa51161e,0x5dbf246b37e1b9ac5d08bb38233d71322ae7d166,0x47743a9203e636674467ff58b7ab0ae0ee6f97cb,0x48f9e38f3070ad8945dfeae3fa70987722e3d89c,https://app.pendle.finance/trade/markets/0x517e54f58b5c587726c577abbcab3e74aa51161e/swap?view=pt&chain=ethereum,Tier 1
Ethereum,sUSP,fixed_yield,stable,2026-06-25,20,63572,9.44,7.55,0,7.55,0.18,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points|rwa,False,0x1b246be57145a6baf0f987a3e22274da0f539df2,0x901d27211fcc74c6936c2eb6f6b04f2c127a194c,0x122b0b5d0c88840017896381816a8b03bec4806d,0x271c616157e69a43b4977412a64183cf110edf16,https://app.pendle.finance/trade/markets/0x1b246be57145a6baf0f987a3e22274da0f539df2/swap?view=pt&chain=ethereum,Tier 1
Ethereum,NUSD,fixed_yield,stable,2026-09-24,111,61037,5.81,2.65,0.7,3.69,0.1,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points,False,0x01d143a7665bb5ae93fbb3120f1f679bb5ad6164,0x6f2aadcb972b2b84f6a1e109a1c89b3fa705232c,0x29ac34026c369d21fe3b2c7735ec986e2880b347,0xe556aba6fe6036275ec1f87eda296be72c811bce,https://app.pendle.finance/trade/markets/0x01d143a7665bb5ae93fbb3120f1f679bb5ad6164/swap?view=pt&chain=ethereum,Tier 1
Ethereum,sUSDa,fixed_yield,stable,2026-06-18,13,55423,4.48,4.16,0,4.16,0.09,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables,False,0xadf479af2e305a7a885c43a3fb86c05836fb982f,0x118078288f681389070a9d89d6832b302216ace3,0x8946f653aed1af1f82a8de6d7f54088afff5a14e,0x2b66aade1e9c062ff411bd47c44e0ad696d43bd9,https://app.pendle.finance/trade/markets/0xadf479af2e305a7a885c43a3fb86c05836fb982f/swap?view=pt&chain=ethereum,Tier 1
Ethereum,mTBILL,fixed_yield,stable,2026-07-30,55,52952,3.37,3.59,0,3.59,0.07,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|rwa,False,0x72b4032a479fca1fb8ca31a4f62365a9faddfee5,0xc284869087c70f2f4c3167b7cb221ebb1e84dd41,0xb3538aab6a46572b118692a05915582857d6bc17,0xdd629e5241cbc5919847783e6c96b2de4754e438,https://app.pendle.finance/trade/markets/0x72b4032a479fca1fb8ca31a4f62365a9faddfee5/swap?view=pt&chain=ethereum,Tier 1
Ethereum,AID,fixed_yield,stable,2026-07-30,55,52588,10.11,3.09,0,3.09,0.2,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|rwa|points,False,0x30cc6a97930fae5881f46c24b9ac8f7a244ee224,0x8f9d4ebe233fc63a3aff867d32025d172e6b4a90,0xfd737331e7248b32d13e7273800130b5d85629a3,0x18f52b3fb465118731d9e0d276d4eb3599d57596,https://app.pendle.finance/trade/markets/0x30cc6a97930fae5881f46c24b9ac8f7a244ee224/swap?view=pt&chain=ethereum,Tier 1
Ethereum,hwHLP,fixed_yield,alt,2026-06-25,20,52133,9.85,2.68,0,2.68,0.2,"centralized_dependency,il_risk",7,Alto,hype|others,False,0x4b4f0d16bfb4ddf24748a0e058d29552db985fd8,0xa91751e6f7fba8a6a4f5a7803fabb85bca78b0d6,0x86f6817c22a14393550b135710ea58f311e457ed,0x9fd7466f987fd4c45a5bbde22ed8aba5bc8d72d1,https://app.pendle.finance/trade/markets/0x4b4f0d16bfb4ddf24748a0e058d29552db985fd8/swap?view=pt&chain=ethereum,Tier 1
Ethereum,eACRED,fixed_yield,stable,2026-07-02,27,50240,6.89,1.41,0,1.41,0.14,"centralized_dependency,depeg_risk,il_risk",6,Alto,rwa|stables,False,0xfcdc9a156fbea62beb4975fb023d5ecb6c1a733c,0x183b5059fc0cf6c93c41f8f76d6e052b9580029e,0xadbeb9e3afe0186c57cac78c6a801cc38c82fb62,0x0b2bb16dc89cb05d8e7ff73312fa3f103ba5cd9b,https://app.pendle.finance/trade/markets/0xfcdc9a156fbea62beb4975fb023d5ecb6c1a733c/swap?view=pt&chain=ethereum,Tier 1
Ethereum,ARM-WETH-stETH,fixed_yield,eth,2026-06-25,20,40514,4.38,4.16,0,4.16,0.09,"centralized_dependency,depeg_risk,il_risk",7,Alto,others,False,0x579a370604dd20b00074a905ecb3c11754e85af4,0x4e5d7b6606f0746f3eb295e1bb6a93397fa059e7,0xbcae2eb1cc47f137d8b2d351b0e0ea8dda4c6184,0x85b78aca6deae198fbf201c82daf6ca21942acc6,https://app.pendle.finance/trade/markets/0x579a370604dd20b00074a905ecb3c11754e85af4/swap?view=pt&chain=ethereum,Tier 1
Arbitrum,USDai,fixed_yield,stable,2026-06-18,13,35265045,7.59,1.44,0.06,1.53,0.14,"centralized_dependency,depeg_risk,il_risk",4,Medio,stables|points|rwa,True,0x8a8a557b90ec79496a18a1f9c9da8bbd7db86fd3,0x1cdde40e29da213f42a7fa109ccadca372d9ee1b,0x5edcbc20cac67adc2e724d4348ff85132b085b82,0x0a1a1a107e45b7ced86833863f482bc5f4ed82ef,https://app.pendle.finance/trade/markets/0x8a8a557b90ec79496a18a1f9c9da8bbd7db86fd3/swap?view=pt&chain=arbitrum,Tier 1
Arbitrum,sUSDai,fixed_yield,stable,2026-10-15,132,12550067,9.69,8.15,0.38,8.72,0.18,"centralized_dependency,depeg_risk,il_risk",4,Medio,stables|rwa|points,True,0xcbf629c8d396b1261f81f55175afa010e94787d8,0xb459db106f645d698e74027eef6019a26a0675cc,0x30ccf4bbee313fcd19f3e295b3ba2920a24e2f62,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,https://app.pendle.finance/trade/markets/0xcbf629c8d396b1261f81f55175afa010e94787d8/swap?view=pt&chain=arbitrum,Tier 1
Arbitrum,sUSDai,fixed_yield,stable,2026-06-18,13,8220484,10.19,8.21,0.25,8.59,0.18,"centralized_dependency,depeg_risk,il_risk",5,Medio,stables|rwa|points,True,0x299674f6da858f903d77486fba50bc9f2e0db24d,0x07bc5bd6ce9a17f0e7aa91e0adbc9070dcb1d1de,0x30ccf4bbee313fcd19f3e295b3ba2920a24e2f62,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,https://app.pendle.finance/trade/markets/0x299674f6da858f903d77486fba50bc9f2e0db24d/swap?view=pt&chain=arbitrum,Tier 1
Base,apxUSD,fixed_yield,stable,2026-06-18,13,3295673,13.79,6.66,0.32,7.13,0.28,"centralized_dependency,depeg_risk,il_risk",5,Medio,points|rwa|strc,False,0x6ae9cf67d57e49c55f900933f5dcfc4b63461d6e,0x25cb814c094b3ee4b19bfcab4c190c53d7890635,0x65c3faaf6a25cb0311a29cce4b79bf8d37474342,0xd993935e13851dd7517af10687ec7e5022127228,https://app.pendle.finance/trade/markets/0x6ae9cf67d57e49c55f900933f5dcfc4b63461d6e/swap?view=pt&chain=base,Tier 1
Base,uniBTC,fixed_yield,btc,2026-06-25,20,1670499,1.03,0.2,0,0.2,0.02,"centralized_dependency,depeg_risk,il_risk",6,Alto,btc|points,False,0xb2ba97b3e4ecba5af1e098bf65f5d33c9e2a7525,0xc45139488b7ab235affad981cbdb5c898581d04f,0x73838d7ae05294b2f4d648971e33e812ee048f56,0xae8fc9288685516d2eca717056ca69303b348752,https://app.pendle.finance/trade/markets/0xb2ba97b3e4ecba5af1e098bf65f5d33c9e2a7525/swap?view=pt&chain=base,Tier 1
Arbitrum,weETH,fixed_yield,eth,2026-06-25,20,1599758,3.24,2.72,0,2.87,0.06,"centralized_dependency,depeg_risk,il_risk",6,Alto,points|eth,False,0x46d62a8dede1bf2d0de04f2ed863245cbba5e538,0xab7f3837e6e721abbc826927b655180af6a04388,0xa6c895eb332e91c5b3d00b7baeeaae478cc502da,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,https://app.pendle.finance/trade/markets/0x46d62a8dede1bf2d0de04f2ed863245cbba5e538/swap?view=pt&chain=arbitrum,Tier 1
Arbitrum,rETH,fixed_yield,eth,2026-06-25,20,1397728,2.33,2.03,0,2.03,0.05,"centralized_dependency,depeg_risk,il_risk",6,Alto,eth,False,0xd7eac6c9109d8c3977ebce4e7dbf0a5a9532e240,0x3362c1265a0522f321253708c9fb176f2274fa8d,0xc0cf4b266be5b3229c49590b59e67a09c15b22f4,0xec70dcb4a1efa46b8f2d97c310c9c4790ba5ffa8,https://app.pendle.finance/trade/markets/0xd7eac6c9109d8c3977ebce4e7dbf0a5a9532e240/swap?view=pt&chain=arbitrum,Tier 1
Arbitrum,thBILL,fixed_yield,stable,2026-06-18,13,757323,12.39,7.75,0,7.75,0.23,"centralized_dependency,depeg_risk,il_risk",6,Alto,points|stables|rwa,False,0x22d95cec2b962c142fff9be88cfc7ef15043419f,0xe46271ecb1d5c7c5134868760f10c18b03021ef1,0xc32e96b4c7eb7959b6a92f3f7ed5d2321e6ed3d4,0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a,https://app.pendle.finance/trade/markets/0x22d95cec2b962c142fff9be88cfc7ef15043419f/swap?view=pt&chain=arbitrum,Tier 1
Arbitrum,USDai,fixed_yield,stable,2026-10-15,132,728987,7.13,2.36,1.05,3.93,0.14,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points|rwa,True,0xa8a0dea40174cfc30fea9e3a77f182ab33f46e25,0xc9d24ad0bb25f34098e226a8c5192dea7bacccae,0x5edcbc20cac67adc2e724d4348ff85132b085b82,0x0a1a1a107e45b7ced86833863f482bc5f4ed82ef,https://app.pendle.finance/trade/markets/0xa8a0dea40174cfc30fea9e3a77f182ab33f46e25/swap?view=pt&chain=arbitrum,Tier 1
Arbitrum,wstETH,fixed_yield,eth,2026-06-25,20,370933,2.58,2.49,0,2.49,0.05,"centralized_dependency,depeg_risk,il_risk",7,Alto,eth,True,0xf78452e0f5c0b95fc5dc8353b8cd1e06e53fa25b,0x71fbf40651e9d4278a74586afc99f307f369ce9a,0x80c12d5b6cc494632bf11b03f09436c8b61cc5df,0x5979d7b546e38e414f7e9822514be443a4800529,https://app.pendle.finance/trade/markets/0xf78452e0f5c0b95fc5dc8353b8cd1e06e53fa25b/swap?view=pt&chain=arbitrum,Tier 1
Arbitrum,gUSDC,fixed_yield,stable,2026-06-25,20,342472,6.58,10.22,0,10.22,0.12,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables,False,0x0934e592cee932b04b3967162b3cd6c85748c470,0x97c1a4ae3e0da8009aff13e3e3ee7ea5ee4afe84,0x0a9ed458e6c283d1e84237e3347333aa08221d09,0xd3443ee1e91af28e5fb858fbd0d72a63ba8046e0,https://app.pendle.finance/trade/markets/0x0934e592cee932b04b3967162b3cd6c85748c470/swap?view=pt&chain=arbitrum,Tier 1
Base,apxUSD,fixed_yield,stable,2026-11-05,153,192292,12.15,12.77,8.47,25.47,0.24,"centralized_dependency,depeg_risk,il_risk",6,Alto,points|rwa|strc,False,0xf5e6cf47ee975600786248cae0a80ab99daf0350,0x45099d137c7a1f5b28bdc4443fdfecd842e1ddee,0x65c3faaf6a25cb0311a29cce4b79bf8d37474342,0xd993935e13851dd7517af10687ec7e5022127228,https://app.pendle.finance/trade/markets/0xf5e6cf47ee975600786248cae0a80ab99daf0350/swap?view=pt&chain=base,Tier 1
Base,sKAITO,fixed_yield,alt,2026-07-30,55,189468,23.05,17.98,0,17.98,0.46,"centralized_dependency,il_risk",7,Alto,others,False,0xb0eb82ba25ffa51641d8613d270ad79183171fac,0x87244f834fc4f74266f6e1c247c7f0dfc8b21d81,0x4b272672a58da22b213e733f5aba48cfec534d30,0x548d3b444da39686d1a6f1544781d154e7cd1ef7,https://app.pendle.finance/trade/markets/0xb0eb82ba25ffa51641d8613d270ad79183171fac/swap?view=pt&chain=base,Tier 1
Base,yoUSD,fixed_yield,stable,2026-09-24,111,133988,7.56,3.29,0,3.29,0.15,"centralized_dependency,depeg_risk,il_risk",6,Alto,stables|points,False,0x250c15e59a7572195e248f668636723cca20a2b8,0x1fec97ca2817da87f266fd1741bba61caf7cde29,0xe181aed8e14469231618504df46e8c069314589b,0x0000000f2eb9f69274678c76222b35eec7588a65,https://app.pendle.finance/trade/markets/0x250c15e59a7572195e248f668636723cca20a2b8/swap?view=pt&chain=base,Tier 1
Base,wsuperOETHb,fixed_yield,eth,2026-06-25,20,92545,3.27,2.54,0,2.54,0.07,"centralized_dependency,depeg_risk,il_risk",7,Alto,eth,False,0x9621342d8fb87359abe8ab2270f402f202f87b67,0x5fab08f1ec79ca9c21c4516aa38a12ef2c42c0cc,0x67507f3e26e7e2fd0a42c48fbc85069ccfcbd2ff,0x7fcd174e80f264448ebee8c88a7c4476aaf58ea6,https://app.pendle.finance/trade/markets/0x9621342d8fb87359abe8ab2270f402f202f87b67/swap?view=pt&chain=base,Tier 1
Arbitrum,uniETH,fixed_yield,eth,2026-06-25,20,87213,6.91,7.02,0,7.02,0.13,"centralized_dependency,depeg_risk,il_risk",7,Alto,points|eth,False,0x7b8aec3d1986b4becbf1c651ff6a953cc0117b05,0xd8d5fbbaad1e80aa0352b2029a594caeff6cf1ec,0x5b56f4bf94807b547eb5e7eba5cd8c033af83aed,0x3d15fd46ce9e551498328b1c83071d9509e2c3a0,https://app.pendle.finance/trade/markets/0x7b8aec3d1986b4becbf1c651ff6a953cc0117b05/swap?view=pt&chain=arbitrum,Tier 1
